block_id,titre,chapitre,section_or_article_header,text_content
## Bloc 64,,,Art. 73.1,"Les Conventions collectives ayant pour objet de régler les rapports entre
employeurs et travailleurs d'une ou plusieurs branches d'activités sur le plan
national, régional ou local, sont conclues entre les organisations syndicales
d'employeurs et de travailleurs intéressés, considérées comme
représentatives, et sont susceptibles d'extension ou d'élargissement à tous les
employeurs et travailleurs de la ou des branches d'activités visées, dans les
formes et conditions définies par décret.

L'extension n'est possible que si la situation économique et sociale des
entreprises susceptibles d'être concernées par cette mesure est analogue à
celle des entreprises d'ores et déjà liées par la Convection.

Si, compte tenu notamment de leurs chiffres d'affaires ou de leurs
effectifs, cette condition n'est remplie que par une partie des entreprises,
l'extension doit être limitée à cette seule catégorie.

Dans des conditions déterminées par décret, peuvent en outre être
extraites de la Convention, sans en modifier l'économie, les clauses qui ne
répondraient pas à la situation de la ou des branches d'activités dans le
champ d'application considéré.

L'élargissement consiste à inclure dans le champ d'application de la
convention, les entreprises ou les secteurs d'activités qui, initialement,
n'étaient pas visés par ladite convention."
## Bloc 64,,,Art. 73.2,"Les Conventions collectives visées par le présent chapitre contiennent
obligatoirement des clauses relatives :

- au libre exercice du droit syndical et à la liberté d'opinion des travailleurs ;
- aux salaires applicables par catégorie professionnelle ;

- aux modalités d'exécution et aux taux des heures supplémentaires, du
travail de nuit et des jours non ouvrables ;

- à la durée de la période d'essai et de celle du préavis ;
- aux délégués du personnel ;

- à la procédure de révision, de modification et de dénonciation de tout ou
partie de la Convention collective ;

- aux modalités d'application du principe : « à travail de valeur égale, salaire
égal » pour les femmes et pour les jeunes ;

- aUX CONLÉS payés."
## Bloc 64,,,Art. 73.3,"Les Conventions collectives peuvent également contenir, sans que cette
énumération soit limitative, des clauses relatives :

- aux primes d'ancienneté et d'assiduité ;
- à l'indemnité pour frais professionnels et assimilés ;
- aux indemnités de déplacement ;

- aux primes de panier pour tous les travailleurs devant prendre leur repas
sur le lieu de travail ;

- Les Conventions collectives peuvent également contenir, sans que cette
énumération soit limitative, des clauses relatives :


- à la majoration pour travaux pénibles, dangereux, insalubres ;

- aux conditions d'embauchage et de licenciement des travailleurs sans que
les dispositions prévues puissent porter atteinte au libre choix du syndicat
par le travailleur ;

- quand il y a lieu, à l'organisation et au fonctionnement de l'apprentissage et
de la formation professionnelle dans le cadre de la branche d'activité
considérée ;

- aux conditions particulières de travail des femmes et des jeunes dans
certaines entreprises se trouvant dans le champ d'application de la
Convention ;

- quand il y a lieu, aux modalités de constitution du cautionnement visé à
l'article 14.5 ;

- à l'emploi à temps réduit de certaines catégories de personnel et à leurs
conditions de rémunération ;

- à l'organisation, à la gestion et au financement des services sociaux et
médico-sociaux ;

- aux conditions particulières de travail, travaux par roulement, travaux
pendant le repos hebdomadaire et durant les jours fériés ;

- aux procédures conventionnelles d'arbitrage suivant lesquelles sont ou
peuvent être réglés les conflits collectifs de travail susceptibles de survenir
entre les employeurs et les travailleurs liés par la Convention.

Les dispositions facultatives reconnues utiles peuvent être rendues
obligatoires par décret."
## Bloc 64,,,Art. 73.4,"Il peut être procédé, après avis favorable de la Commission consultative du
Travail, à l'extension d'accords collectifs qui ne portent que sur un ou
plusieurs points déterminés.


---"
## Bloc 65,,,,"SECTION 2 :
ACCORDS COLLECTIFS D'ETABLISSEMENT"
## Bloc 65,,,Art. 73.5,"Des accords concernant un ou plusieurs établissements déterminés peuvent
être conclus entre d'une part, un employeur ou un groupement d'employeurs
et d'autre part, des représentants des syndicats représentatifs du personnel de
l'établissement ou des établissements intéressés."
## Bloc 65,,,Art. 73.6,"Les accords d'établissement ont pour objet d'adapter aux conditions
particulières de l'établissement ou des établissements considérés les clauses
des Conventions collectives nationales, régionales ou locales, et notamment
es conditions d'attribution et le mode de calcul de là rémunération au
rendement, des primes à la production individuelle et collective et des

primes de productivité.

Ils peuvent prévoir des dispositions nouvelles et des clauses plus
favorables aux travailleurs.

Les dispositions des articles 72.5, 72.6, 72.8 et 72.9 s'appliquent aux
accords prévus au présent titre.


---"
## Bloc 66,,,,"SECTION 3

CONVENTIONS COLLECTIVES DANS LES SERVICES,
ENTREPRISES ET ETABLISSEMENTS PUBLICS"
## Bloc 66,,,Art. 73.7,"Lorsque le personnel des services, des entreprises et des établissements
publics n'est pas soumis à un statut législatif ou règlementaire particulier,
des Conventions collectives peuvent être conclues conformément aux
dispositions de la présente section.

Art 73.8

Lorsqu'une Convention collective a été étendue en application de l'article 73.
1, elle est, en l'absence de dispositions contraires, applicable aux services,
entreprises et établissements publics visés par le présent chapitre qui, en
raison de leur nature et de leur activité, se trouvent placés dans son champ
d'application.


---"
## Bloc 69,,,,"SECTION 1
REGLEMENT AMIABLE

Art 81.1

Un différend individuel du travail est un litige qui oppose, en cours d'emploi
ou à l'occasion de la rupture du contrat de travail, un travailleur à son
employeur ou un apprenti à son maître."
## Bloc 69,,,Art. 81.2,"Tout différend individuel du travail est soumis, avant toute saisine du
tribunal du travail, à l'inspecteur du travail et des lois sociales pour tentative
de règlement amiable."
## Bloc 69,,,Art. 81.3,"Les parties sont tenues de se présenter au jour et à l'heure fixés par la
convocation de l'inspecteur du travail et des lois sociales, acheminées par
cahier de transmission, par voie postale avec accusé de réception ou par tout
autre moyen offrant des garanties de preuves équivalentes.

Elles peuvent se faire, assister ou représenter soit par un travailleur ou
un employeur appartenant à la même branche d'activité, soit par un avocat


régulièrement inscrit au Barreau, soit encore par un représentant des
organisations syndicales auxquelles elles sont affiliées.

Les employeurs peuvent, en outre, être représentés par un directeur ou
un employé de l'entreprise ou de l'établissement.

Si le demandeur ne se présente pas ou n'est pas représenté, il ne peut
renouveler sa demande de tentative de règlement amiable.

Si le défendeur ne se présente pas ou n'est pas représenté l'affaire est
transmise au tribunal du Travail, celui-ci prononcé au vu du procès-verbal de
non-comparution dresse par l'inspecteur du travail et des lois sociales, une
amende civile dont le montant ne peut être inférieur à 1.000.000 de francs
CFA. Le jugement est affiché aux frais du défendeur non comparant.

Sauf en ce qui concerne les avocats, le mandataire des parties est
constitué par écrit."
## Bloc 69,,,Art. 81.4,"L'inspecteur du travail et des lois sociales cherche à concilier les parties sur
la base des normes fixées par la loi, la réglementation, les Conventions
collectives, les accords collectifs d'établissement et le contrat individuel de
travail.

Le règlement à l'amiable du différend devant l'inspecteur du travail et
des lois sociales est définitif."
## Bloc 69,,,Art. 81.5,"Tout procès-verbal afférent à la tentative de règlement amiable énonce les
différents chefs de la demande, y compris les dommages et intérêts s'il y a
lieu. En cas de règlement total, le procès-verbal mentionne, d'une part, les
points sur lesquels l'accord des parties est intervenu et s'il y a lieu, les
sommes convenues pour chaque chef de demande, et, d'autre part, les chefs
de demande dont il a été fait abandon.


En cas de règlement partiel le procès-verbal contient également les
chefs de demande sur lesquels il n'a pu y avoir d'accord des parties. Aucune
mention telle que divers « pour solde de tout compte », ou « toutes causes
confondues » ne peut être employée à peine de nullité du procès-verbal.
Toute clause ayant pour effet de mettre définitivement fin au litige ne peut
être mentionnée au procès-verbal qu'avec la volonté expressément
manifestée par les parties.

En l'absence de tout règlement amiable, l'inspecteur du travail et des
lois sociales consigne sur le procès-verbal les motifs de l'échec."
## Bloc 69,,,Art. 81.6,"En l'absence d'un versement immédiat ou dans le délai imparti, et en
présence de l'inspecteur du travail et des lois sociales, des sommes
convenues par règlement amiable, le procès-verbal est présenté, en deux
exemplaires, par la partie la plus diligente au président du Tribunal du
Travail dans le ressort duquel il a été établi.

Celui-ci y appose la formule exécutoire et fait déposer un exemplaire au
rang des minutes du tribunal du Travail.

L'exécution est poursuivie comme celle d'un jugement du tribunal du
Travail."
## Bloc 69,,,Art. 81.7,"En cas d'échec de la tentative de règlement amiable, une action peut être

introduite devant le tribunal du Travail dans les conditions prévues à l'article
81.18.

---"
## Bloc 70,,,,"SECTION 2 :


REGLEMENT CONTENTIEUX"
## Bloc 70,,,Art. 81.8,"Les tribunaux du Travail connaissent les différends individuels pouvant
s'élever à l'occasion du contrat de travail ou d'apprentissage, y compris des
différents relatifs aux accidents de travail et aux maladies professionnelles,
entre les travailleurs ou apprentis et leurs employeurs ou maîtres.

Ces tribunaux ont également qualité pour se prononcer sur tous les
différends individuels relatifs à la validité et l'exécution des conventions
collectives et règlements en tenant lieu.

Leur compétence s'étend également aux litiges entre travailleurs ou
apprentis à l'occasion des contrats de travail ou d'apprentissage."
